subject,id,trial,stream,freq,amp,coeff_el,coeff_ah,slope_el,slope_ah,slope_tar,gain_el,gain_ah
2,AE02,2,left,0.2,9,0.995888041494124,0.985268123940121,-8.81250452424818,-6.57705163116633,-10.8660298353531,0.811014202774991,0.605285622331681
2,AE02,3,right,0.01,9,0.995173802252801,0.98229667962683,0.567788981657123,0.243938067031919,0.565149628070223,1.00467018547975,0.431634482119147
2,AE02,3,left,0.01,9,0.986790180916547,0.968272749280955,0.684110109031403,0.387332869677071,0.565149628070223,1.21049377908535,0.685363398361721
2,AE02,4,right,0.01,-9,0.793714983615092,0.460693700606006,-5.77105774341453,-3.40694451476896,-0.565149628070223,10.2115571819813,6.028393801483
2,AE02,4,left,0.01,-9,0.586685803428503,0.290773131792971,-9.97919518842961,-0.573493068689342,-0.565149628070223,17.6576161299174,1.01476324181192
2,AE02,5,right,0.2,-9,0.987994395309108,0.981006961552679,7.02898851320759,4.88468220155767,10.8660298353531,0.646877343400849,0.449536976758994
2,AE02,5,left,0.2,-9,0.985914433928268,0.9807401320149,7.70074813190139,4.40045163545732,10.8660298353531,0.70869933624208,0.404973270102779
2,AE02,6,right,0.2,9,0.994082137816086,0.995006288319284,-8.59266773977527,-6.4759065026295,-10.8660298353531,0.790782638182958,0.59597724290797
2,AE02,6,left,0.2,9,0.995571495141981,0.973698627251916,-8.72066506140923,-5.7127745507714,-10.8660298353531,0.802562223143926,0.525746260348432
2,AE02,7,right,0.01,-9,0.716672432122103,0.657357311431336,-0.606477185312429,-0.221924167220859,-0.565149628070223,1.07312675296863,0.39268214327354
2,AE02,7,left,0.01,-9,0.735003800620665,0.529745995327538,-0.690356813183831,-0.246907615493715,-0.565149628070223,1.22154696543134,0.436888928577753
2,AE02,8,right,0.01,-9,0.779602109226446,0.649471713213384,-0.628090162054457,-0.247626167600693,-0.565149628070223,1.11136968133404,0.438160365505759
2,AE02,8,left,0.01,-9,0.815471345693629,0.590059679893254,-0.441641765843966,-0.54365716153854,-0.565149628070223,0.781459889396033,0.961970307571338
2,AE02,9,right,0.01,9,0.9835094076905,0.969830352252242,1.334467360538,1.26025906548605,0.565149628070223,2.36126380387919,2.2299564626617
2,AE02,9,left,0.01,9,0.981882184329494,0.985124689018144,1.39746640050642,0.748921405438907,0.565149628070223,2.47273700821189,1.32517366771734
2,AE02,10,right,0.2,9,0.995726387800449,0.995609636700269,-8.00562427268671,-5.73815342945241,-10.8660298353531,0.736757067115723,0.528081876858379
2,AE02,10,left,0.2,9,0.994491564768119,0.990473940921162,-8.01096399655646,-5.58258377584242,-10.8660298353531,0.737248481546814,0.513764812027226
2,AE02,11,right,0.1,-9,0.998348859519623,0.998351693886203,-3.52118470616469,-1.92060359481056,-4.98897176530716,0.705793672886802,0.384969826481331
2,AE02,11,left,0.1,-9,0.998620364440234,0.989441400771756,-3.25169855370095,-2.29764157991478,-4.98897176530716,0.651777301349539,0.460544113697409
2,AE02,12,right,0.01,9,0.734861495482174,0.685829439960368,0.208558023603923,0.154412912516921,0.565149628070223,0.369031515275116,0.273224832588467
2,AE02,12,left,0.01,9,0.760063036469615,0.399942082210418,0.401993447775088,-0.0560603752138685,0.565149628070223,0.711304454269478,-0.0991956332083133
2,AE02,13,right,0.1,9,0.995148644744383,0.995178115815109,3.32352821122729,2.38762302189551,4.98897176530716,0.666174989070652,0.478580183295246
2,AE02,13,left,0.1,9,0.995780262145989,0.985593224491608,3.4002749091192,2.11125060912792,4.98897176530716,0.68155825871062,0.423183515250448
2,AE02,14,right,0.1,9,0.971301118248717,0.97908502875547,5.41526723326805,2.17870308476732,4.98897176530716,1.08544756074294,0.436703831422301
2,AE02,14,left,0.1,9,0.966679084328881,0.977380805602078,4.49860068065427,2.39964454689002,4.98897176530716,0.901708987799274,0.480989803064615
2,AE02,15,right,0.1,9,0.998332762935114,0.998101110462297,4.5303479130602,2.90230197385128,4.98897176530716,0.908072469875217,0.581743515574415
2,AE02,15,left,0.1,9,0.998007227686154,0.994680853537859,4.36171921054765,2.36944942118953,4.98897176530716,0.874272177862106,0.47493742852314
2,AE02,16,right,0.1,9,0.926408238170022,0.708580639951697,3.84604446969809,3.5766647038276,4.98897176530716,0.770909247561416,0.716914200376796
2,AE02,16,left,0.1,9,0.877583816739523,0.929302493970535,3.59438648665721,2.74154155880063,4.98897176530716,0.720466391822908,0.549520359659089
2,AE02,17,right,0.1,9,0.982010052858691,0.943915301445609,4.57148650968384,3.44528458821234,4.98897176530716,0.916318376759221,0.690580093511558
2,AE02,17,left,0.1,9,0.910412091940581,0.857522048810326,4.99186117740226,2.95753238278335,4.98897176530716,1.00057915984115,0.592814014973938
2,AE02,18,right,0.1,-9,0.995726387846953,0.99576956772146,-2.83366412616566,-2.3060499930532,-4.98897176530716,0.567985600934985,0.462229513722497
2,AE02,18,left,0.1,-9,0.996749176983539,0.991740996703928,-2.7614592383917,-1.64615932188746,-4.98897176530716,0.553512701273362,0.329959638844761
2,AE02,19,right,0.1,-9,0.998605335944191,0.998893891464157,-3.33576115871431,-2.67001885648644,-4.98897176530716,0.668626986809362,0.535184198686691
2,AE02,19,left,0.1,-9,0.998827124516338,0.994602964601703,-3.22069131145246,-1.82467289370983,-4.98897176530716,0.645562144458071,0.36574127486518
2,AE02,20,right,0.2,-9,0.973680807429636,0.960807810465916,7.49176493022878,5.215556147652,10.8660298353531,0.689466626150242,0.479987283918819
2,AE02,20,left,0.2,-9,0.969546577055957,0.861667455146121,7.55073026406892,5.1075363361698,10.8660298353531,0.694893201885225,0.47004622788281
2,AE02,21,right,0.01,9,0.439567087092376,0.410622642376314,-0.34145596357887,0.500897350370992,0.565149628070223,-0.604186832334679,0.88630926305547
2,AE02,21,left,0.01,9,0.665375874893552,0.0457367372144523,-0.0160679534291233,2.16126231999225,0.565149628070223,-0.0284313262029198,3.82423027928402
2,AE02,22,right,0.1,-9,0.992015508532696,0.991668515985809,-4.90289933029975,-4.19207336222276,-4.98897176530716,0.982747459986455,0.840268007001772
2,AE02,22,left,0.1,-9,0.992541915810029,0.985279201941099,-4.32874561387312,-4.39353481420344,-4.98897176530716,0.867662880751261,0.880649364415262
2,AE02,23,right,0.01,-9,0.996178900030717,0.9876341986369,-0.49831130646072,-0.153840347582942,-0.565149628070223,0.88173340600483,0.272211711628034
2,AE02,23,left,0.01,-9,0.993374112048379,0.966752769937009,-0.725573791610584,-0.642658147433218,-0.565149628070223,1.28386139806576,1.1371468997116
2,AE02,24,right,0.01,-9,0.99555052676,0.978920558423812,-0.208337729032646,0.0737133488165272,-0.565149628070223,0.368641716608826,-0.130431562112552
2,AE02,24,left,0.01,-9,0.992018993203719,0.93919676536598,-0.0439280821825293,-0.242966069162938,-0.565149628070223,0.0777282333751638,0.429914587385604
2,AE02,25,right,0.2,-9,0.968253357366349,0.904364884095386,11.0133933958004,9.04230860457893,10.8660298353531,1.01356185862548,0.832163056939101
2,AE02,25,left,0.2,-9,0.962088591954412,0.914599079280636,10.5618777105979,7.62814043456732,10.8660298353531,0.972008900273253,0.702017254705929
2,AE02,26,right,0.01,9,0.899346741916325,0.919204204174892,0.286217543149004,2.18577563971878,0.565149628070223,0.506445601187656,3.86760519896721
2,AE02,26,left,0.01,9,0.914141376658648,0.886443605339196,0.14732712844094,1.95776258720803,0.565149628070223,0.2606869422245,3.46414912081436
2,AE02,27,right,0.2,9,0.489169883073331,0.984191939156123,-8.10435143928234,-6.3255026952198,-10.8660298353531,0.745842921663483,0.582135590557601
2,AE02,27,left,0.2,9,0.49912083886864,0.869689818342313,-7.39227520656687,-5.85587755911472,-10.8660298353531,0.680310593526604,0.538916020648348
2,AE02,28,right,0.2,-9,0.984860275252966,0.978635332796119,9.7293955696769,8.67647725498313,10.8660298353531,0.895395624446186,0.798495622269857
2,AE02,28,left,0.2,-9,0.971446992981131,0.975481840780272,9.31596732792149,8.20587790035829,10.8660298353531,0.857347850970514,0.7551863950953
2,AE02,29,right,0.2,9,0.990769795970231,0.994479000654262,-9.30768384402793,-6.80158487519167,-10.8660298353531,0.856585522501048,0.625949401782646
2,AE02,29,left,0.2,9,0.9899381645493,0.979930848347487,-8.35777376633189,-6.29175175231401,-10.8660298353531,0.769165361495649,0.579029493536224
2,AE02,30,right,0.2,-9,0.991064614129024,0.986151030991923,7.00019349762728,6.2310570966717,10.8660298353531,0.644227340040227,0.573443768431288
2,AE02,30,left,0.2,-9,0.988662017134408,0.933410351478061,6.38734161008273,6.13158867276131,10.8660298353531,0.587826621762184,0.56428969602236
3,AE03,1,right,0.1,-9,0.998172895667662,0.998447966934603,-3.5388405356191,-3.11758634611595,-4.98897176530716,0.709332644499587,0.62489556822016
3,AE03,1,left,0.1,-9,0.997639151617859,0.996787796828347,-3.62505579917159,-2.61344413547228,-4.98897176530716,0.726613813367294,0.52384424254431
3,AE03,2,right,0.2,9,0.973970156073437,0.797547967503888,-6.3637130059621,-6.40762364682014,-10.8660298353531,0.585652082903129,0.589693176248481
3,AE03,2,left,0.2,9,0.967969641208248,0.830253150749599,-6.72117604920882,-5.6781671900079,-10.8660298353531,0.61854938289799,0.522561347248811
3,AE03,3,right,0.01,9,0.995340348719139,0.994354544425318,0.792260755488883,0.85236504479923,0.565149628070223,1.40186017319725,1.50821128151449
3,AE03,3,left,0.01,9,0.994574794262259,0.99171910356545,0.601418751096062,0.513335063351395,0.565149628070223,1.06417614243096,0.908317086050723
3,AE03,4,right,0.01,-9,0.98763503264709,0.97348417666287,-0.219380340327476,-0.17659581432778,-0.565149628070223,0.388180986823929,0.312476210823653
3,AE03,4,left,0.01,-9,0.982638304433737,0.983526016734422,-0.246355999326232,-0.294192066399996,-0.565149628070223,0.435912875263576,0.520556064779788
3,AE03,5,right,0.2,-9,0.977845653607842,0.977120596402067,5.1388110140429,5.17443975103431,10.8660298353531,0.47292443439862,0.476203344684278
3,AE03,5,left,0.2,-9,0.980965514531018,0.979819267301181,5.35955805914251,4.40346205795848,10.8660298353531,0.493239770215332,0.405250319084494
3,AE03,6,right,0.2,9,0.910636598794749,0.937603897131302,-6.74224655253002,-7.46532949763494,-10.8660298353531,0.620488499911331,0.687033775054266
3,AE03,6,left,0.2,9,0.931157100909676,0.93378353193164,-7.84278897772843,-6.99305513295637,-10.8660298353531,0.721771345796564,0.643570396816338
3,AE03,7,right,0.01,-9,0.958069600575865,0.966203530621279,-1.13593132940586,-0.931251454471948,-0.565149628070223,2.00996563208338,1.64779627945935
3,AE03,7,left,0.01,-9,0.965998698067899,0.971350336895069,-1.13453453534281,-0.752322672070568,-0.565149628070223,2.00749408473793,1.33119201482884
3,AE03,8,right,0.01,-9,0.987064155165052,0.980821838491378,-0.774158114544274,-0.604001318528278,-0.565149628070223,1.36982858360491,1.06874584805217
3,AE03,8,left,0.01,-9,0.982426480709963,0.979144144570535,-0.87236107595197,-0.535875008514644,-0.565149628070223,1.54359311697817,0.948200232112792
3,AE03,9,right,0.01,9,0.979321081755218,0.957265185406552,0.148813290663637,0.176988722828478,0.565149628070223,0.263316621426045,0.313171439982769
3,AE03,9,left,0.01,9,0.984274940047284,0.95072018152476,0.158238651580637,0.149364644416912,0.565149628070223,0.279994259433494,0.264292210413261
3,AE03,10,right,0.2,9,0.983028683344541,0.980426033652163,-7.03292072298991,-7.13182020993183,-10.8660298353531,0.647239224404481,0.6563409375822
3,AE03,10,left,0.2,9,0.982207799628699,0.975685428216623,-7.28049487171418,-6.22826186369613,-10.8660298353531,0.670023456775975,0.573186523327242
3,AE03,11,right,0.1,-9,0.995456455666489,0.995476674329431,-3.6117492822442,-3.7886820345474,-4.98897176530716,0.723946627110614,0.759411400339753
3,AE03,11,left,0.1,-9,0.99100827610885,0.990349731103096,-4.13560282852566,-3.51895622539755,-4.98897176530716,0.828948934384486,0.705346991511967
3,AE03,12,right,0.01,9,0.994523087922468,0.993010976079899,0.70729581945466,0.199266307519159,0.565149628070223,1.25151956990543,0.352590354167939
3,AE03,12,left,0.01,9,0.997527294583879,0.996264088648584,0.59774079506713,0.526177866913918,0.565149628070223,1.0576682092284,0.93104169370264
3,AE03,13,right,0.1,9,0.997121919044576,0.997058898525198,2.71628542124778,2.96993389801532,4.98897176530716,0.544457966296096,0.595299800786199
3,AE03,13,left,0.1,9,0.997101390912935,0.997406335657513,2.99554496907376,2.66642094333016,4.98897176530716,0.600433337768013,0.534463025401787
3,AE03,14,right,0.1,9,0.945034726116928,0.927250103194359,4.364296555765,4.7593699086216,4.98897176530716,0.874788786361533,0.953978120645582
3,AE03,14,left,0.1,9,0.937190523735469,0.919980258003201,5.0065656514001,4.14749666242869,4.98897176530716,1.00352655555505,0.831332959482751
3,AE03,15,right,0.1,9,0.997688148454703,0.997727975528413,2.75962372206768,2.69400268213808,4.98897176530716,0.553144786518505,0.539991567174608
3,AE03,15,left,0.1,9,0.997254296697602,0.997132549846777,2.81198801661348,2.39804270916048,4.98897176530716,0.563640795918665,0.480668727339017
3,AE03,16,right,0.1,9,0.98492488220437,0.974437907920782,3.61464575318867,4.14972811680225,4.98897176530716,0.724527201842387,0.831780236893516
3,AE03,16,left,0.1,9,0.983666718263143,0.972087118399786,3.78915554178192,3.54467490495085,4.98897176530716,0.759506311126343,0.710502097766957
3,AE03,17,right,0.1,9,0.997939138616581,0.996494282297698,2.79517623004707,2.98880090248432,4.98897176530716,0.560271006038651,0.599081542867844
3,AE03,17,left,0.1,9,0.99734005535417,0.995816387795861,3.17493593396604,2.86823413829043,4.98897176530716,0.636390840301852,0.574914886918355
3,AE03,18,right,0.1,-9,0.994976164391249,0.995304031045516,-3.57881031901603,-3.17401428141674,-4.98897176530716,0.717344272000644,0.63620610232524
3,AE03,18,left,0.1,-9,0.995772368406429,0.995944876412982,-3.94303939178368,-2.81280340244555,-4.98897176530716,0.79035111387144,0.563804233570837
3,AE03,19,right,0.1,-9,0.998304766940597,0.99790690534642,-3.49562946926727,-3.38540975580311,-4.98897176530716,0.700671327421725,0.678578656096018
3,AE03,19,left,0.1,-9,0.997243780768903,0.996277955620881,-3.86896746974509,-2.92952422087768,-4.98897176530716,0.775503981932615,0.587200000057991
3,AE03,20,right,0.2,-9,0.987593848610632,0.99019371199702,5.83406475464628,5.75999713438547,10.8660298353531,0.536908589710005,0.530092151564416
3,AE03,20,left,0.2,-9,0.987632727205702,0.989928249016166,6.48136110859696,5.29873464761116,10.8660298353531,0.596479229930839,0.487642195714527
3,AE03,21,right,0.01,9,0.814502152328621,0.583616553824809,-0.585147921513211,-0.201118291725489,0.565149628070223,-1.03538583845711,-0.355867334483142
3,AE03,21,left,0.01,9,0.834018759093675,0.75339274543709,-0.622746539718887,-0.0344525768092618,0.565149628070223,-1.10191444670208,-0.0609618676153156
3,AE03,22,right,0.1,-9,0.979278487442157,0.993592721018974,-3.19586080724751,-2.92229191711586,-4.98897176530716,0.640585065939082,0.585750341871487
3,AE03,22,left,0.1,-9,0.976377864313159,0.984741388738665,-3.08044762185816,-2.1831550747523,-4.98897176530716,0.617451404170956,0.437596197664166
3,AE03,23,right,0.01,-9,0.958965835496807,0.966487295654396,-0.0787692155608932,-0.310627261041686,-0.565149628070223,0.139377629655107,0.549637203340934
3,AE03,23,left,0.01,-9,0.965276744072283,0.970088062401895,-0.272441737167668,-0.390913841685482,-0.565149628070223,0.482070099024847,0.691699723877211
3,AE03,24,right,0.01,-9,0.839126926543301,0.933300286998611,-1.21938024782019,-1.47244841332077,-0.565149628070223,2.15762372875289,2.605413398835
3,AE03,24,left,0.01,-9,0.830383302762198,0.887655543912247,-1.53060345365946,-1.5307061386544,-0.565149628070223,2.70831542238805,2.70849711762386
3,AE03,25,right,0.2,-9,0.986877531382954,0.987038525025554,5.55271924250657,5.67807280593215,10.8660298353531,0.511016381018994,0.522552661088624
3,AE03,25,left,0.2,-9,0.98698353141201,0.988368492070833,6.13711427441183,5.21490804793421,10.8660298353531,0.5647982167732,0.479927639345078
3,AE03,26,right,0.01,9,0.993641201279464,0.9942063600247,0.483515224695981,0.618214450091205,0.565149628070223,0.855552584095308,1.09389517286277
3,AE03,26,left,0.01,9,0.9940521618453,0.995168885428464,0.438039043195342,0.455435384290236,0.565149628070223,0.775085077364525,0.805866909698551
3,AE03,27,right,0.2,9,0.890869498346763,0.886551264205554,1.74108782327431,1.49428612329911,-10.8660298353531,-0.160232196087812,-0.137519052123102
3,AE03,27,left,0.2,9,0.905615638291922,0.892621144197938,1.29661478985232,0.838114917090357,-10.8660298353531,-0.119327372508561,-0.0771316598417126
3,AE03,28,right,0.2,-9,0.936269951414917,0.844872101725073,5.72996643687304,5.58525779894337,10.8660298353531,0.527328428478112,0.514010902194606
3,AE03,28,left,0.2,-9,0.94626407513706,0.971101005196264,6.13299079223684,4.98441105295512,10.8660298353531,0.564418732984045,0.458715016292161
3,AE03,29,right,0.2,9,0.949316189729389,0.93778832696995,-8.32532882750269,-7.89314550102561,-10.8660298353531,0.766179455942212,0.726405653272265
3,AE03,29,left,0.2,9,0.944362283054289,0.941146314280027,-9.03158816224492,-7.66007039137896,-10.8660298353531,0.831176455347125,0.704955766498687
3,AE03,30,right,0.2,-9,0.966894010278705,0.874938707634692,4.81109390302023,4.68233442060152,10.8660298353531,0.442764650559592,0.430914923992508
3,AE03,30,left,0.2,-9,0.96848356150317,0.890018040333446,5.93350743958733,4.57134381835332,10.8660298353531,0.546060293363304,0.420700466280724
4,AE04,1,right,0.1,-9,0.998936898249723,0.998074383777146,-3.41141070118322,-2.83861346884323,-4.98897176530716,0.683790340307366,0.568977657597238
4,AE04,1,left,0.1,-9,0.998255878806562,0.997191408888789,-3.08337465860196,-3.21473640815837,-4.98897176530716,0.618038105575874,0.644368531109626
4,AE04,2,right,0.2,9,0.995178975454124,0.996564635401111,-7.82058430318298,-6.14341665805327,-10.8660298353531,0.719727851081206,0.565378224718782
4,AE04,2,left,0.2,9,0.994988738305026,0.995121399337699,-7.94594009079075,-8.74436078151521,-10.8660298353531,0.731264335842174,0.804742938682631
4,AE04,3,right,0.01,9,0.990610781380345,0.981909861140747,0.0940284928929878,0.193090620010555,0.565149628070223,0.166378049675199,0.341662827718542
