subject,id,trial,stream,freq,amp,conj
13,AE13,12,adhawk,0.2,9,0.673504423250516
13,AE13,12,target,0.2,9,0
13,AE13,13,eyelink,0.01,9,-0.166842109554395
13,AE13,13,adhawk,0.01,9,0.416187456046437
13,AE13,13,target,0.01,9,0
13,AE13,14,eyelink,0.2,-9,0.00514908795744856
13,AE13,14,adhawk,0.2,-9,0.680937276552062
13,AE13,14,target,0.2,-9,0
13,AE13,15,eyelink,0.1,9,-0.0591374917871446
13,AE13,15,adhawk,0.1,9,2.04399867323428
13,AE13,15,target,0.1,9,0
13,AE13,16,eyelink,0.2,9,-0.0192756173681989
13,AE13,16,adhawk,0.2,9,0.413248437389411
13,AE13,16,target,0.2,9,0
13,AE13,17,eyelink,0.1,9,-0.0730289353271502
13,AE13,17,adhawk,0.1,9,1.41579338182838
13,AE13,17,target,0.1,9,0
13,AE13,18,eyelink,0.1,9,-0.0479405872569129
13,AE13,18,adhawk,0.1,9,0.903108024815866
13,AE13,18,target,0.1,9,0
13,AE13,19,eyelink,0.2,-9,-0.273722887735159
13,AE13,19,adhawk,0.2,-9,0.894722771285576
13,AE13,19,target,0.2,-9,0
13,AE13,20,eyelink,0.01,-9,0.237829212862118
13,AE13,20,adhawk,0.01,-9,0.468753391944886
13,AE13,20,target,0.01,-9,0
13,AE13,21,eyelink,0.01,-9,-0.166098347524899
13,AE13,21,adhawk,0.01,-9,54.8786419326401
13,AE13,21,target,0.01,-9,0
13,AE13,22,eyelink,0.2,-9,0.580529814909879
13,AE13,22,adhawk,0.2,-9,11.4324172589389
13,AE13,22,target,0.2,-9,0
13,AE13,23,eyelink,0.01,9,0.031112889970765
13,AE13,23,adhawk,0.01,9,-1.5657715166456e-05
13,AE13,23,target,0.01,9,0
13,AE13,24,eyelink,0.01,9,-0.243317280865697
13,AE13,24,adhawk,0.01,9,-37.7745694390991
13,AE13,24,target,0.01,9,0
13,AE13,25,eyelink,0.1,-9,-0.0670776801191515
13,AE13,25,adhawk,0.1,-9,-0.762419092362979
13,AE13,25,target,0.1,-9,0
13,AE13,26,eyelink,0.01,-9,-0.221093168861944
13,AE13,26,adhawk,0.01,-9,0.408455732917153
13,AE13,26,target,0.01,-9,0
13,AE13,27,eyelink,0.2,-9,-0.212209189939219
13,AE13,27,adhawk,0.2,-9,-0.271334053103986
13,AE13,27,target,0.2,-9,0
13,AE13,28,eyelink,0.1,-9,-0.0181063043676326
13,AE13,28,adhawk,0.1,-9,1.26874102299046
13,AE13,28,target,0.1,-9,0
13,AE13,29,eyelink,0.1,-9,0.0373444053300722
13,AE13,29,adhawk,0.1,-9,0.130952741108052
13,AE13,29,target,0.1,-9,0
13,AE13,30,eyelink,0.2,9,-0.347979825769119
13,AE13,30,adhawk,0.2,9,0.148309414817375
13,AE13,30,target,0.2,9,0
