subject,eye,trial,target_freq,el_freq,ah_freq,el_freq_gain,ah_freq_gain,target_amp,el_amp,ah_amp,el_amp_gain,ah_amp_gain
AE05,right,2,0.1,0.100715508,0.127591877,1.007155081,1.275918771,9,8.003318738,6.919519012,0.889257638,0.768835446
AE05,right,3,0.1,0.100352721,0.122482813,1.003527211,1.224828133,9,8.252209672,7.45337874,0.916912186,0.828153193
AE05,right,4,0.2,0.201289149,0.194234213,1.006445747,0.971171065,9,7.964803904,8.165485002,0.884978212,0.907276111
AE05,right,6,0.1,0.103512173,0.121001731,1.035121725,1.210017314,9,8.593101622,6.18771269,0.954789069,0.687523632
AE05,right,8,0.2,0.206218746,0.142473111,1.031093729,0.712365555,9,8.307643676,9.905790479,0.92307152,1.100643387
AE05,right,9,0.1,0.10423365,0.135320699,1.042336495,1.353206992,9,8.246938673,5.121144912,0.916326519,0.569016101
AE05,right,12,0.2,0.204233519,0.135493805,1.021167593,0.677469023,9,8.388281176,10.07313729,0.932031242,1.119237476
AE05,right,14,0.2,0.200881163,0.117751494,1.004405816,0.58875747,9,8.407805078,11.38949131,0.934200564,1.265499035
AE05,right,15,0.1,0.101210772,0.133525047,1.012107723,1.335250474,9,8.344671282,5.401854444,0.927185698,0.600206049
AE05,right,16,0.2,0.209915929,0.136051943,1.049579646,0.680259716,9,8.285133877,9.784899142,0.920570431,1.087211016
AE05,right,17,0.1,0.100931336,0.119574119,1.009313361,1.195741189,9,8.450686559,5.924749129,0.938965173,0.658305459
AE05,right,18,0.1,0.099288794,0.141530511,0.992887937,1.41530511,9,8.422157671,4.718551387,0.935795297,0.524283487
AE05,right,19,0.2,0.204358634,0.126453739,1.02179317,0.632268694,9,8.744253682,10.68772303,0.971583742,1.187524781
AE05,right,22,0.2,0.202422642,0.119126382,1.012113211,0.595631907,9,8.470834671,11.30210035,0.941203852,1.255788928
AE05,right,25,0.1,0.101133181,0.144249173,1.01133181,1.442491734,9,7.928140582,5.915373269,0.880904509,0.657263697
AE05,right,27,0.2,0.20769278,0.203900637,1.038463898,1.019503186,9,9.271904139,9.424016325,1.030211571,1.047112925
AE05,right,29,0.1,0.104302284,0.106704894,1.043022837,1.067048943,9,8.327582926,8.82989493,0.925286992,0.981099437
AE05,left,1,0.2,0.203384188,0.198662593,1.016920941,0.993312965,9,8.003619759,8.43461025,0.889291084,0.937178917
AE05,left,2,0.1,0.101340291,0.124971165,1.013402914,1.249711646,9,7.97747403,7.359032309,0.886386003,0.817670257
AE05,left,3,0.1,0.10175624,0.119198489,1.017562397,1.191984887,9,8.143597123,8.23035547,0.904844125,0.914483941
AE05,left,4,0.2,0.200994712,0.182402772,1.004973559,0.91201386,9,7.981910542,8.629224028,0.886878949,0.95880267
AE05,left,6,0.1,0.102219778,0.119761595,1.022197784,1.197615954,9,8.717503726,6.422642981,0.968611525,0.713626998
AE05,left,8,0.2,0.205778996,0.138044702,1.028894978,0.690223512,9,8.290493914,10.44635614,0.92116599,1.160706238
AE05,left,9,0.1,0.102949496,0.133154197,1.029494956,1.331541972,9,8.264222684,5.380243306,0.918246965,0.597804812
AE05,left,12,0.2,0.202783778,0.130503795,1.013918892,0.652518975,9,8.331585692,11.30504761,0.925731744,1.256116402
AE05,left,14,0.2,0.202501675,0.121045167,1.012508377,0.605225837,9,8.201948066,10.88174848,0.911327563,1.209083164
AE05,left,15,0.1,0.100041661,0.138669239,1.000416613,1.386692392,9,8.554190473,5.06501413,0.950465608,0.562779348
AE05,left,16,0.2,0.20985955,0.135457496,1.049297748,0.677287479,9,8.19687654,9.792590531,0.91076406,1.088065615
